method,sample_id,split,dataset,budget,dense_correct,dense_reliant,eligible_interventions,answer_fidelity,intervention_pass,intervention_answer_fidelity,legacy_flip_safe,reference_safe,combined_gold_safe,safety_pattern_64_128_256_432,minimum_observed_safe_budget,monotonic
fastv,pope_random_001110,prospective,pope_random,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001122,prospective,pope_random,64,True,True,gray|irrelevant,False,False,True,False,False,False,0111,128,True
fastv,pope_random_001122,prospective,pope_random,128,True,True,gray|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001122,prospective,pope_random,256,True,True,gray|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001122,prospective,pope_random,432,True,True,gray|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001128,prospective,pope_random,64,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001128,prospective,pope_random,128,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001128,prospective,pope_random,256,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001128,prospective,pope_random,432,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001134,prospective,pope_random,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001134,prospective,pope_random,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001134,prospective,pope_random,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001134,prospective,pope_random,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001141,prospective,pope_random,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001141,prospective,pope_random,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001141,prospective,pope_random,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001141,prospective,pope_random,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001146,prospective,pope_random,64,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001146,prospective,pope_random,128,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001146,prospective,pope_random,256,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001146,prospective,pope_random,432,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001200,prospective,pope_random,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001200,prospective,pope_random,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001200,prospective,pope_random,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001200,prospective,pope_random,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001218,prospective,pope_random,64,True,True,gray|blur|irrelevant,False,False,True,False,False,False,0111,128,True
fastv,pope_random_001218,prospective,pope_random,128,True,True,gray|blur|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001218,prospective,pope_random,256,True,True,gray|blur|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001218,prospective,pope_random,432,True,True,gray|blur|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001248,prospective,pope_random,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001248,prospective,pope_random,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001248,prospective,pope_random,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001248,prospective,pope_random,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001278,prospective,pope_random,64,True,True,gray|blur|irrelevant,False,False,True,False,False,False,0111,128,True
fastv,pope_random_001278,prospective,pope_random,128,True,True,gray|blur|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001278,prospective,pope_random,256,True,True,gray|blur|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001278,prospective,pope_random,432,True,True,gray|blur|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001302,prospective,pope_random,64,True,True,gray|irrelevant,False,False,True,False,False,False,0111,128,True
fastv,pope_random_001302,prospective,pope_random,128,True,True,gray|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001302,prospective,pope_random,256,True,True,gray|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001302,prospective,pope_random,432,True,True,gray|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001338,prospective,pope_random,64,True,True,gray|blur|irrelevant,False,False,True,False,False,False,0111,128,True
fastv,pope_random_001338,prospective,pope_random,128,True,True,gray|blur|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001338,prospective,pope_random,256,True,True,gray|blur|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001338,prospective,pope_random,432,True,True,gray|blur|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001362,prospective,pope_random,64,True,True,gray|irrelevant,False,False,True,False,False,False,0111,128,True
fastv,pope_random_001362,prospective,pope_random,128,True,True,gray|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001362,prospective,pope_random,256,True,True,gray|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001362,prospective,pope_random,432,True,True,gray|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001386,prospective,pope_random,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001386,prospective,pope_random,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001386,prospective,pope_random,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001386,prospective,pope_random,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001423,prospective,pope_random,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001423,prospective,pope_random,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001423,prospective,pope_random,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001423,prospective,pope_random,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001480,prospective,pope_random,64,True,True,gray,False,False,True,False,False,False,0111,128,True
fastv,pope_random_001480,prospective,pope_random,128,True,True,gray,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001480,prospective,pope_random,256,True,True,gray,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001480,prospective,pope_random,432,True,True,gray,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001520,prospective,pope_random,64,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001520,prospective,pope_random,128,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001520,prospective,pope_random,256,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001520,prospective,pope_random,432,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001554,prospective,pope_random,64,True,True,gray|blur|irrelevant,False,False,True,False,False,False,0011,256,True
fastv,pope_random_001554,prospective,pope_random,128,True,True,gray|blur|irrelevant,False,False,True,False,False,False,0011,256,True
fastv,pope_random_001554,prospective,pope_random,256,True,True,gray|blur|irrelevant,True,True,True,True,True,True,0011,256,True
fastv,pope_random_001554,prospective,pope_random,432,True,True,gray|blur|irrelevant,True,True,True,True,True,True,0011,256,True
fastv,pope_random_001574,prospective,pope_random,64,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001574,prospective,pope_random,128,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001574,prospective,pope_random,256,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001574,prospective,pope_random,432,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001620,prospective,pope_random,64,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001620,prospective,pope_random,128,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001620,prospective,pope_random,256,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001620,prospective,pope_random,432,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001674,prospective,pope_random,64,True,True,gray|blur,False,False,True,False,False,False,0111,128,True
fastv,pope_random_001674,prospective,pope_random,128,True,True,gray|blur,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001674,prospective,pope_random,256,True,True,gray|blur,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001674,prospective,pope_random,432,True,True,gray|blur,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001682,prospective,pope_random,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001682,prospective,pope_random,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001682,prospective,pope_random,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001682,prospective,pope_random,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001740,prospective,pope_random,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001740,prospective,pope_random,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001740,prospective,pope_random,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001740,prospective,pope_random,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001754,prospective,pope_random,64,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001754,prospective,pope_random,128,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001754,prospective,pope_random,256,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001754,prospective,pope_random,432,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001764,prospective,pope_random,64,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001764,prospective,pope_random,128,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001764,prospective,pope_random,256,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001764,prospective,pope_random,432,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001801,prospective,pope_random,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001801,prospective,pope_random,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001801,prospective,pope_random,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001801,prospective,pope_random,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001814,prospective,pope_random,64,True,True,gray|irrelevant,False,False,True,False,False,False,0111,128,True
fastv,pope_random_001814,prospective,pope_random,128,True,True,gray|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001814,prospective,pope_random,256,True,True,gray|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001814,prospective,pope_random,432,True,True,gray|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_001832,prospective,pope_random,64,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1011,64,False
fastv,pope_random_001832,prospective,pope_random,128,True,True,gray|blur|irrelevant,False,False,True,False,False,False,1011,64,False
fastv,pope_random_001832,prospective,pope_random,256,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1011,64,False
fastv,pope_random_001832,prospective,pope_random,432,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1011,64,False
fastv,pope_random_001842,prospective,pope_random,64,False,False,,False,True,True,False,False,,0001,432,True
fastv,pope_random_001842,prospective,pope_random,128,False,False,,False,True,True,False,False,,0001,432,True
fastv,pope_random_001842,prospective,pope_random,256,False,False,,False,True,True,False,False,,0001,432,True
fastv,pope_random_001842,prospective,pope_random,432,False,False,,True,True,True,True,True,,0001,432,True
fastv,pope_random_001854,prospective,pope_random,64,False,True,blur,True,False,False,False,False,,0001,432,True
fastv,pope_random_001854,prospective,pope_random,128,False,True,blur,True,False,False,False,False,,0001,432,True
fastv,pope_random_001854,prospective,pope_random,256,False,True,blur,True,False,False,False,False,,0001,432,True
fastv,pope_random_001854,prospective,pope_random,432,False,True,blur,True,True,True,True,True,,0001,432,True
fastv,pope_random_001872,prospective,pope_random,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001872,prospective,pope_random,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001872,prospective,pope_random,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001872,prospective,pope_random,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001878,prospective,pope_random,64,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001878,prospective,pope_random,128,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001878,prospective,pope_random,256,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001878,prospective,pope_random,432,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001921,prospective,pope_random,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001921,prospective,pope_random,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001921,prospective,pope_random,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001921,prospective,pope_random,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001938,prospective,pope_random,64,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001938,prospective,pope_random,128,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001938,prospective,pope_random,256,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001938,prospective,pope_random,432,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001963,prospective,pope_random,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001963,prospective,pope_random,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001963,prospective,pope_random,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001963,prospective,pope_random,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_001982,prospective,pope_random,64,True,True,gray|irrelevant,False,False,True,False,False,False,0000,full,True
fastv,pope_random_001982,prospective,pope_random,128,True,True,gray|irrelevant,False,False,True,False,False,False,0000,full,True
fastv,pope_random_001982,prospective,pope_random,256,True,True,gray|irrelevant,False,False,True,False,False,False,0000,full,True
fastv,pope_random_001982,prospective,pope_random,432,True,True,gray|irrelevant,False,False,True,False,False,False,0000,full,True
fastv,pope_random_001992,prospective,pope_random,64,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001992,prospective,pope_random,128,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001992,prospective,pope_random,256,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_001992,prospective,pope_random,432,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002036,prospective,pope_random,64,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002036,prospective,pope_random,128,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002036,prospective,pope_random,256,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002036,prospective,pope_random,432,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002082,prospective,pope_random,64,True,True,gray,False,False,True,False,False,False,0111,128,True
fastv,pope_random_002082,prospective,pope_random,128,True,True,gray,True,True,True,True,True,True,0111,128,True
fastv,pope_random_002082,prospective,pope_random,256,True,True,gray,True,True,True,True,True,True,0111,128,True
fastv,pope_random_002082,prospective,pope_random,432,True,True,gray,True,True,True,True,True,True,0111,128,True
fastv,pope_random_002088,prospective,pope_random,64,False,True,blur,True,False,False,False,False,,0011,256,True
fastv,pope_random_002088,prospective,pope_random,128,False,True,blur,True,False,False,False,False,,0011,256,True
fastv,pope_random_002088,prospective,pope_random,256,False,True,blur,True,True,True,True,True,,0011,256,True
fastv,pope_random_002088,prospective,pope_random,432,False,True,blur,True,True,True,True,True,,0011,256,True
fastv,pope_random_002094,prospective,pope_random,64,False,True,irrelevant,True,True,True,True,True,,1111,64,True
fastv,pope_random_002094,prospective,pope_random,128,False,True,irrelevant,True,True,True,True,True,,1111,64,True
fastv,pope_random_002094,prospective,pope_random,256,False,True,irrelevant,True,True,True,True,True,,1111,64,True
fastv,pope_random_002094,prospective,pope_random,432,False,True,irrelevant,True,True,True,True,True,,1111,64,True
fastv,pope_random_002100,prospective,pope_random,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002100,prospective,pope_random,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002100,prospective,pope_random,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002100,prospective,pope_random,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002114,prospective,pope_random,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002114,prospective,pope_random,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002114,prospective,pope_random,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002114,prospective,pope_random,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002124,prospective,pope_random,64,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002124,prospective,pope_random,128,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002124,prospective,pope_random,256,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002124,prospective,pope_random,432,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002136,prospective,pope_random,64,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002136,prospective,pope_random,128,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002136,prospective,pope_random,256,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002136,prospective,pope_random,432,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002166,prospective,pope_random,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002166,prospective,pope_random,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002166,prospective,pope_random,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002166,prospective,pope_random,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002214,prospective,pope_random,64,True,True,gray|blur|irrelevant,False,False,True,False,False,False,0011,256,True
fastv,pope_random_002214,prospective,pope_random,128,True,True,gray|blur|irrelevant,False,False,True,False,False,False,0011,256,True
fastv,pope_random_002214,prospective,pope_random,256,True,True,gray|blur|irrelevant,True,True,True,True,True,True,0011,256,True
fastv,pope_random_002214,prospective,pope_random,432,True,True,gray|blur|irrelevant,True,True,True,True,True,True,0011,256,True
fastv,pope_random_002238,prospective,pope_random,64,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002238,prospective,pope_random,128,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002238,prospective,pope_random,256,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002238,prospective,pope_random,432,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002250,prospective,pope_random,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002250,prospective,pope_random,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002250,prospective,pope_random,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002250,prospective,pope_random,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002347,prospective,pope_random,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002347,prospective,pope_random,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002347,prospective,pope_random,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002347,prospective,pope_random,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002358,prospective,pope_random,64,True,True,gray|blur|irrelevant,False,False,True,False,False,False,0111,128,True
fastv,pope_random_002358,prospective,pope_random,128,True,True,gray|blur|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_002358,prospective,pope_random,256,True,True,gray|blur|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_002358,prospective,pope_random,432,True,True,gray|blur|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_002370,prospective,pope_random,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002370,prospective,pope_random,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002370,prospective,pope_random,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002370,prospective,pope_random,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002400,prospective,pope_random,64,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002400,prospective,pope_random,128,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002400,prospective,pope_random,256,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002400,prospective,pope_random,432,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002420,prospective,pope_random,64,True,True,gray|irrelevant,False,False,True,False,False,False,0001,432,True
fastv,pope_random_002420,prospective,pope_random,128,True,True,gray|irrelevant,False,False,True,False,False,False,0001,432,True
fastv,pope_random_002420,prospective,pope_random,256,True,True,gray|irrelevant,False,False,True,False,False,False,0001,432,True
fastv,pope_random_002420,prospective,pope_random,432,True,True,gray|irrelevant,True,True,True,True,True,True,0001,432,True
fastv,pope_random_002430,prospective,pope_random,64,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002430,prospective,pope_random,128,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002430,prospective,pope_random,256,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002430,prospective,pope_random,432,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002449,prospective,pope_random,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002449,prospective,pope_random,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002449,prospective,pope_random,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002449,prospective,pope_random,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002466,prospective,pope_random,64,True,True,gray|irrelevant,False,False,True,False,False,False,0111,128,True
fastv,pope_random_002466,prospective,pope_random,128,True,True,gray|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_002466,prospective,pope_random,256,True,True,gray|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_002466,prospective,pope_random,432,True,True,gray|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_002520,prospective,pope_random,64,True,True,gray|irrelevant,False,False,True,False,False,False,0011,256,True
fastv,pope_random_002520,prospective,pope_random,128,True,True,gray|irrelevant,False,False,True,False,False,False,0011,256,True
fastv,pope_random_002520,prospective,pope_random,256,True,True,gray|irrelevant,True,True,True,True,True,True,0011,256,True
fastv,pope_random_002520,prospective,pope_random,432,True,True,gray|irrelevant,True,True,True,True,True,True,0011,256,True
fastv,pope_random_002540,prospective,pope_random,64,True,True,gray|blur,False,False,True,False,False,False,0000,full,True
fastv,pope_random_002540,prospective,pope_random,128,True,True,gray|blur,False,False,True,False,False,False,0000,full,True
fastv,pope_random_002540,prospective,pope_random,256,True,True,gray|blur,False,False,True,False,False,False,0000,full,True
fastv,pope_random_002540,prospective,pope_random,432,True,True,gray|blur,False,False,True,False,False,False,0000,full,True
fastv,pope_random_002551,prospective,pope_random,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002551,prospective,pope_random,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002551,prospective,pope_random,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002551,prospective,pope_random,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002562,prospective,pope_random,64,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002562,prospective,pope_random,128,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002562,prospective,pope_random,256,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002562,prospective,pope_random,432,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002568,prospective,pope_random,64,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002568,prospective,pope_random,128,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002568,prospective,pope_random,256,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002568,prospective,pope_random,432,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002592,prospective,pope_random,64,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002592,prospective,pope_random,128,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002592,prospective,pope_random,256,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002592,prospective,pope_random,432,True,True,gray,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002652,prospective,pope_random,64,False,False,,True,True,True,True,True,,1101,64,False
fastv,pope_random_002652,prospective,pope_random,128,False,False,,True,True,True,True,True,,1101,64,False
fastv,pope_random_002652,prospective,pope_random,256,False,False,,False,True,True,False,False,,1101,64,False
fastv,pope_random_002652,prospective,pope_random,432,False,False,,True,True,True,True,True,,1101,64,False
fastv,pope_random_002730,prospective,pope_random,64,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002730,prospective,pope_random,128,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002730,prospective,pope_random,256,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002730,prospective,pope_random,432,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002742,prospective,pope_random,64,True,True,gray|irrelevant,False,False,True,False,False,False,0111,128,True
fastv,pope_random_002742,prospective,pope_random,128,True,True,gray|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_002742,prospective,pope_random,256,True,True,gray|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_002742,prospective,pope_random,432,True,True,gray|irrelevant,True,True,True,True,True,True,0111,128,True
fastv,pope_random_002756,prospective,pope_random,64,False,True,blur,True,False,False,False,False,,0001,432,True
fastv,pope_random_002756,prospective,pope_random,128,False,True,blur,False,False,True,False,False,,0001,432,True
fastv,pope_random_002756,prospective,pope_random,256,False,True,blur,False,False,True,False,False,,0001,432,True
fastv,pope_random_002756,prospective,pope_random,432,False,True,blur,True,True,True,True,True,,0001,432,True
fastv,pope_random_002766,prospective,pope_random,64,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002766,prospective,pope_random,128,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002766,prospective,pope_random,256,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002766,prospective,pope_random,432,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,pope_random_002790,prospective,pope_random,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,pope_random_002790,prospective,pope_random,128,False,False,,True,True,True,True,True,,1111,64,True
